ID_Cliente;Idade;Sexo;Nacionalidade;Estado_Origem;Viaja_Com;Renda_Presumida;Fidelidade
21725;76;F;AR;RJ;Familia;22.12;Bronze
21726;41;F;AR;RS;Familia;39.01;Bronze
21727;21;F;CO;AL;Amigos;25.3;Prata
21728;56;M;BR;TO;Sozinho;20.41;Ouro
21729;55;F;BR;GO;Sozinho;31.07;Prata
21730;18;F;CL;PA;Amigos;28.62;Bronze
21731;49;M;BR;MG;Casal;36.13;Prata
21732;52;M;BR;BA;Familia;52.48;Bronze
21733;18;F;BR;PR;Casal;18.51;Ouro
21734;76;F;BR;PE;Sozinho;8.36;Prata
21735;58;F;BR;PR;Casal;12.26;Bronze
21736;22;M;BR;MA;Familia;7.49;Bronze
21737;59;F;BR;PB;Familia;55.64;Bronze
21738;64;M;BR;AL;Sozinho;18.37;Bronze
21739;24;M;BR;RO;Sozinho;51.22;Bronze
21740;34;M;BR;RJ;Casal;23.87;Bronze
21741;26;F;BR;RS;Sozinho;11.98;Bronze
21742;56;M;BR;MS;Familia;11.97;Prata
21743;78;M;BR;AM;Familia;19.64;Prata
21744;29;M;BR;PB;Amigos;29.2;Prata
21745;59;F;BR;PB;Sozinho;11.23;Bronze
21746;79;F;BR;MA;Casal;6.31;Bronze
21747;64;M;AR;GO;Amigos;22.59;Bronze
21748;33;M;BR;TO;Sozinho;26.37;Bronze
21749;69;F;PT;BA;Casal;17.92;Prata
21750;34;F;BR;DF;Familia;14.57;Bronze
21751;61;F;BR;AP;Sozinho;21.28;Bronze
21752;25;F;PT;BA;Familia;10.08;Bronze
21753;29;M;PT;MG;Casal;26.75;Prata
21754;41;M;BR;RN;Sozinho;42.92;Prata
21755;44;M;BR;MA;Sozinho;35.06;Prata
21756;60;M;CL;BA;Sozinho;27.42;Bronze
21757;67;M;BR;PA;Familia;33.06;Bronze
21758;25;M;CO;MA;Casal;31.77;Ouro
21759;26;F;BR;RR;Casal;9.13;Prata
21760;54;F;BR;PE;Casal;23.91;Bronze
21761;73;M;BR;RS;Casal;42.83;Bronze
21762;35;M;CL;MS;Sozinho;19.5;Prata
21763;73;M;BR;SP;Casal;18.05;Prata
21764;34;M;PT;ES;Sozinho;35.64;Bronze
21765;25;F;CL;RJ;Amigos;7.75;Prata
21766;70;F;PE;AC;Casal;29.93;Bronze
21767;30;F;BR;PE;Casal;22.75;Prata
21768;55;M;BR;MT;Sozinho;18.67;Bronze
21769;32;M;BR;MT;Sozinho;16.74;Prata
21770;42;M;BR;RN;Amigos;18.17;Prata
21771;42;F;BR;MS;Casal;8.14;Ouro
21772;70;F;BR;PB;Familia;15.63;Bronze
21773;56;F;BR;MT;Casal;19.15;Bronze
21774;75;F;BR;RN;Casal;11.53;Ouro
21775;67;F;BR;RN;Amigos;34.88;Bronze
21776;47;F;BR;AP;Familia;25.96;Bronze
21777;79;M;BR;PI;Familia;27.85;Bronze
21778;56;M;BR;SP;Sozinho;19.26;Bronze
21779;39;M;PE;AC;Amigos;24.4;Prata
21780;30;M;AR;RS;Familia;33.13;Bronze
21781;66;F;BR;PB;Casal;17.63;Ouro
21782;30;F;BR;MG;Familia;7.2;Bronze
21783;30;F;BR;MG;Familia;17.44;Prata
21784;52;F;BR;RS;Sozinho;21.73;Bronze
21785;27;F;BR;BA;Familia;24.82;Bronze
21786;75;F;BR;SE;Familia;10.03;Prata
21787;64;F;BR;RO;Casal;13.68;Bronze
21788;71;F;BR;CE;Amigos;69.81;Bronze
21789;46;F;BR;SP;Casal;57.45;Ouro
21790;46;F;AR;GO;Sozinho;28.83;Bronze
21791;45;F;BR;RO;Casal;57.53;Prata
21792;54;M;CO;AL;Sozinho;37.66;Ouro
21793;70;M;BR;PI;Sozinho;19.27;Bronze
21794;21;F;BR;BA;Sozinho;43.82;Bronze
21795;73;F;BR;PE;Sozinho;27.43;Prata
21796;58;M;CL;RS;Familia;42.54;Bronze
21797;41;F;BR;SC;Familia;16.52;Bronze
21798;18;M;BR;CE;Amigos;43.55;Bronze
21799;62;F;BR;RO;Sozinho;32.74;Bronze
21800;62;M;AR;PA;Casal;24.52;Prata
21801;70;M;BR;PI;Familia;25.2;Bronze
21802;66;F;BR;MS;Familia;15.69;Bronze
21803;75;M;BR;TO;Casal;8.21;Bronze
21804;29;F;BR;SE;Casal;35.49;Bronze
21805;64;F;PT;CE;Sozinho;20.4;Bronze
21806;69;M;BR;PB;Sozinho;56.57;Bronze
21807;50;M;BR;SP;Casal;25.41;Bronze
21808;33;F;AR;SC;Amigos;7.56;Prata
21809;72;F;BR;SC;Casal;16.52;Bronze
21810;77;M;BR;RN;Familia;24.12;Bronze
21811;72;M;PE;RR;Familia;14.59;Prata
21812;76;F;BR;PA;Sozinho;25.67;Prata
21813;44;F;PE;RR;Amigos;70.03;Bronze
21814;68;F;PE;SE;Sozinho;15.51;Bronze
21815;51;F;BR;RS;Casal;44.98;Bronze
21816;49;F;BR;DF;Familia;22.65;Bronze
21817;19;M;BR;SE;Familia;24.71;Bronze
21818;49;M;US;MS;Sozinho;20.24;Bronze
21819;72;M;PE;BA;Casal;61.39;Bronze
21820;77;F;BR;MS;Familia;71.35;Prata
21821;52;F;BR;TO;Casal;19.85;Bronze
21822;79;M;BR;AL;Sozinho;70.59;Bronze
21823;24;M;BR;PA;Familia;64.77;Bronze
21824;74;F;BR;BA;Sozinho;13.62;Bronze
21825;35;M;BR;ES;Casal;16.06;Bronze
21826;33;F;BR;PI;Familia;45.33;Bronze
21827;29;F;BR;ES;Casal;17.36;Bronze
21828;60;F;BR;TO;Familia;25.01;Bronze
21829;26;F;BR;PA;Familia;17.52;Prata
21830;35;F;BR;RN;Amigos;23.36;Bronze
21831;78;F;US;GO;Sozinho;29.23;Bronze
21832;71;F;BR;MA;Casal;5.72;Bronze
21833;38;M;BR;PE;Casal;40.15;Bronze
21834;22;M;BR;PR;Familia;46.59;Bronze
21835;68;M;PE;BA;Sozinho;13.42;Bronze
21836;40;M;PE;PA;Familia;6.39;Bronze
21837;18;F;BR;RS;Familia;8.18;Prata
21838;61;M;BR;MA;Amigos;28.4;Prata
21839;24;M;BR;DF;Casal;26.79;Prata
21840;62;M;BR;DF;Sozinho;70.15;Prata
21841;27;M;PE;RO;Amigos;18.46;Bronze
21842;59;M;BR;SE;Casal;18.31;Bronze
21843;69;F;BR;MA;Familia;64.83;Prata
21844;62;M;BR;BA;Sozinho;40.55;Bronze
21845;22;F;CL;SE;Casal;11.77;Bronze
21846;55;F;BR;AL;Casal;42.3;Bronze
21847;26;F;BR;MS;Familia;39.82;Bronze
21848;58;M;BR;RS;Amigos;22.11;Bronze
21849;32;F;BR;RS;Sozinho;30.68;Bronze
21850;62;F;BR;PE;Sozinho;18.36;Ouro
21851;20;F;BR;BA;Familia;37.29;Ouro
21852;65;F;BR;SP;Casal;73.58;Prata
21853;35;F;BR;PI;Sozinho;20.39;Bronze
21854;47;F;BR;MG;Casal;12.1;Bronze
21855;70;F;BR;MG;Casal;50.88;Bronze
21856;26;M;BR;AC;Casal;15.2;Prata
21857;62;F;BR;SP;Casal;12.62;Bronze
21858;47;M;BR;RN;Casal;21.32;Prata
21859;46;M;BR;PA;Familia;27.67;Prata
21860;31;M;CL;MA;Casal;38.68;Bronze
21861;62;M;BR;CE;Sozinho;38.8;Prata
21862;18;F;BR;SP;Familia;19.48;Prata
21863;75;M;BR;CE;Sozinho;126.6;Bronze
21864;53;M;US;MS;Familia;21.23;Bronze
21865;24;F;BR;RJ;Sozinho;18.71;Bronze
21866;22;M;BR;PB;Familia;21.09;Bronze
21867;49;F;BR;AP;Sozinho;33.08;Prata
21868;22;M;BR;CE;Familia;21.71;Bronze
21869;70;M;PT;RO;Casal;11.55;Bronze
21870;52;M;BR;DF;Familia;41.03;Bronze
21871;79;M;BR;ES;Familia;19.36;Bronze
21872;21;F;US;GO;Familia;12.47;Bronze
21873;77;M;BR;MS;Familia;62.11;Bronze
21874;69;M;BR;PR;Casal;32.43;Bronze
21875;23;F;BR;PE;Familia;5.04;Bronze
21876;63;M;BR;RS;Casal;68.17;Bronze
21877;40;F;AR;PR;Familia;22.48;Bronze
21878;61;M;BR;AM;Casal;39.69;Bronze
21879;68;F;BR;RJ;Amigos;23.96;Prata
21880;56;F;PT;AM;Casal;56.03;Bronze
21881;76;F;BR;TO;Sozinho;25.75;Prata
21882;39;F;BR;PI;Sozinho;16.09;Bronze
21883;42;M;PE;DF;Casal;73.96;Bronze
21884;59;F;BR;RO;Casal;20.47;Bronze
21885;78;F;BR;AP;Sozinho;12.51;Prata
21886;67;F;BR;AC;Familia;32.48;Bronze
21887;25;F;BR;PI;Amigos;9.6;Ouro
21888;65;F;BR;MT;Familia;45.81;Bronze
21889;64;M;PE;ES;Familia;90.06;Bronze
21890;74;F;BR;PA;Sozinho;9.94;Prata
21891;58;M;BR;DF;Familia;14.27;Bronze
21892;42;M;BR;SP;Sozinho;4.77;Prata
21893;35;M;BR;RN;Familia;4.58;Bronze
21894;28;M;BR;RN;Familia;28.45;Bronze
21895;33;F;BR;CE;Sozinho;24.46;Bronze
21896;61;F;BR;TO;Familia;12.66;Bronze
21897;76;M;AR;SC;Familia;21.37;Bronze
21898;40;F;PE;MS;Sozinho;7.63;Prata
21899;48;M;BR;TO;Casal;20.26;Ouro
21900;36;M;BR;BA;Sozinho;26.14;Bronze
21901;63;F;BR;AC;Sozinho;18.71;Prata
21902;52;F;CL;RS;Amigos;29.51;Bronze
21903;46;F;BR;AM;Familia;30.93;Bronze
21904;62;F;BR;PR;Familia;14.25;Bronze
21905;26;M;BR;RS;Sozinho;16.43;Prata
21906;45;M;BR;PI;Familia;24.94;Bronze
21907;42;M;BR;RS;Casal;7.69;Bronze
21908;50;M;PE;TO;Casal;52.28;Bronze
21909;24;M;BR;GO;Familia;55.97;Bronze
21910;40;M;AR;SP;Familia;26.08;Bronze
21911;18;F;US;RO;Familia;35.25;Bronze
21912;68;M;BR;PI;Sozinho;21.3;Ouro
21913;21;M;BR;PI;Casal;22.64;Prata
21914;62;M;BR;DF;Familia;37.37;Bronze
21915;64;M;BR;SP;Casal;20.79;Bronze
21916;56;M;BR;PB;Casal;49.38;Bronze
21917;30;M;AR;AL;Sozinho;18.03;Prata
21918;66;M;BR;CE;Casal;38.3;Bronze
21919;32;F;BR;RS;Familia;81.45;Prata
21920;74;F;BR;SE;Amigos;41.87;Bronze
21921;30;M;BR;AM;Sozinho;47.17;Prata
21922;64;M;BR;PB;Amigos;24.9;Prata
21923;34;M;AR;SP;Casal;31.1;Bronze
21924;71;F;BR;MG;Sozinho;22.38;Bronze
21925;29;F;BR;RR;Sozinho;17.39;Prata
21926;55;M;BR;BA;Familia;11.69;Bronze
21927;72;M;CL;SP;Casal;26.49;Prata
21928;56;M;BR;AC;Casal;18.66;Bronze
21929;64;F;BR;RO;Sozinho;32.88;Bronze
21930;49;M;BR;AL;Sozinho;42.1;Bronze
21931;64;F;BR;SE;Amigos;39.56;Bronze
21932;72;M;BR;MG;Casal;32.48;Prata
21933;41;F;BR;SC;Familia;34.29;Bronze
21934;26;F;BR;PE;Familia;52.97;Bronze
21935;77;F;BR;DF;Casal;15.49;Prata
21936;75;M;BR;PR;Casal;39.89;Bronze
21937;49;F;BR;PR;Sozinho;21.76;Prata
21938;46;F;BR;PI;Casal;12.11;Bronze
21939;56;M;BR;PI;Amigos;11.0;Bronze
21940;71;M;BR;RJ;Casal;12.95;Bronze
21941;45;M;PT;RR;Familia;9.84;Prata
21942;40;F;AR;GO;Casal;24.6;Bronze
21943;72;F;BR;GO;Sozinho;9.21;Bronze
21944;46;M;BR;PB;Amigos;40.63;Bronze
21945;18;M;BR;DF;Amigos;43.02;Prata
21946;36;F;AR;MG;Casal;15.83;Bronze
21947;19;M;BR;SE;Casal;27.93;Bronze
21948;44;F;AR;PE;Amigos;31.27;Ouro
21949;77;F;BR;BA;Sozinho;10.88;Bronze
21950;18;M;BR;MG;Amigos;21.98;Bronze
21951;41;F;BR;RS;Casal;14.12;Bronze
21952;67;F;BR;RJ;Casal;20.14;Bronze
21953;36;M;BR;SC;Casal;58.5;Bronze
21954;56;M;BR;RJ;Sozinho;26.34;Prata
21955;59;F;BR;MG;Amigos;33.66;Bronze
21956;67;F;PE;BA;Familia;8.08;Bronze
21957;63;F;PT;RN;Sozinho;77.39;Bronze
21958;27;F;CO;AL;Familia;28.45;Prata
21959;62;F;BR;MG;Casal;53.44;Bronze
21960;73;M;BR;SC;Familia;9.66;Bronze
21961;63;F;BR;PE;Familia;28.07;Bronze
21962;18;F;BR;PE;Casal;23.65;Bronze
21963;53;M;US;GO;Amigos;22.59;Bronze
21964;52;F;BR;SP;Sozinho;34.12;Bronze
21965;25;F;BR;RJ;Sozinho;54.21;Bronze
21966;78;F;BR;MG;Casal;6.4;Ouro
21967;61;M;BR;PE;Sozinho;17.77;Bronze
21968;54;F;BR;PE;Sozinho;5.42;Bronze
21969;31;F;CO;RN;Casal;16.88;Bronze
21970;48;M;CO;PA;Sozinho;17.07;Prata
21971;36;F;BR;PR;Familia;37.02;Bronze
21972;29;F;BR;SE;Sozinho;16.52;Prata
21973;53;F;BR;MS;Casal;34.66;Prata
21974;74;F;BR;BA;Familia;24.85;Bronze
21975;37;F;BR;PE;Casal;15.63;Bronze
21976;58;M;BR;RJ;Casal;36.48;Prata
21977;72;F;BR;GO;Familia;17.02;Bronze
21978;51;M;BR;PR;Sozinho;20.99;Bronze
21979;26;M;PT;PE;Amigos;22.09;Bronze
21980;57;F;BR;SP;Casal;54.67;Bronze
21981;63;F;BR;RN;Amigos;22.66;Prata
21982;21;M;BR;PB;Familia;10.14;Bronze
21983;46;F;BR;PB;Amigos;37.11;Bronze
21984;68;F;BR;GO;Amigos;9.93;Prata
21985;44;F;BR;RJ;Sozinho;25.48;Bronze
21986;39;F;PE;AC;Familia;23.44;Bronze
21987;20;M;BR;TO;Casal;21.88;Bronze
21988;42;F;BR;MT;Casal;16.53;Prata
21989;59;F;BR;MS;Amigos;48.4;Bronze
21990;53;M;BR;PR;Casal;52.54;Ouro
21991;49;F;PT;BA;Casal;48.38;Bronze
21992;76;F;CO;PA;Sozinho;34.74;Bronze
21993;35;F;BR;RO;Amigos;76.86;Bronze
21994;34;M;BR;DF;Familia;88.23;Bronze
21995;68;F;BR;PR;Casal;34.39;Bronze
21996;19;M;BR;AP;Amigos;45.97;Bronze
21997;49;F;BR;TO;Casal;53.91;Ouro
21998;51;F;CO;CE;Sozinho;34.02;Bronze
21999;38;M;BR;RN;Casal;28.01;Prata
22000;57;F;AR;AP;Casal;22.9;Prata
22001;72;F;BR;AC;Familia;10.4;Bronze
22002;43;F;BR;SC;Familia;37.42;Prata
22003;69;M;BR;PA;Sozinho;32.64;Bronze
22004;61;M;BR;SC;Casal;17.32;Bronze
22005;67;M;BR;SE;Casal;10.04;Prata
22006;74;F;AR;SE;Sozinho;25.05;Bronze
22007;57;F;US;PA;Familia;158.01;Bronze
22008;67;F;BR;ES;Sozinho;21.86;Prata
22009;64;M;CL;MT;Casal;40.97;Bronze
22010;39;M;CL;ES;Sozinho;24.83;Bronze
22011;22;M;BR;AM;Familia;8.67;Bronze
22012;40;F;BR;SP;Familia;7.92;Bronze
22013;21;M;BR;RN;Amigos;9.72;Prata
22014;35;F;BR;DF;Casal;24.96;Ouro
22015;41;M;BR;TO;Familia;15.32;Bronze
22016;37;M;BR;AM;Casal;32.27;Prata
22017;56;M;US;DF;Amigos;6.35;Ouro
22018;71;F;PE;TO;Casal;16.49;Bronze
22019;42;F;BR;SP;Casal;23.0;Bronze
22020;36;M;BR;TO;Casal;32.69;Bronze
22021;31;F;PT;RR;Sozinho;21.81;Bronze
22022;75;F;BR;RJ;Familia;62.6;Bronze
22023;70;F;BR;PI;Sozinho;27.62;Bronze
22024;40;F;BR;MS;Sozinho;20.34;Prata
22025;20;F;BR;MG;Amigos;36.51;Prata
22026;37;M;BR;TO;Casal;9.29;Bronze
22027;51;M;AR;GO;Sozinho;40.27;Bronze
22028;31;M;CL;GO;Amigos;17.07;Bronze
22029;66;M;US;DF;Sozinho;15.65;Bronze
22030;47;F;BR;GO;Sozinho;28.1;Prata
22031;64;F;BR;MT;Casal;34.65;Prata
22032;24;F;BR;DF;Casal;9.92;Prata
22033;53;F;BR;AP;Sozinho;16.04;Bronze
22034;58;M;BR;PI;Casal;49.55;Bronze
22035;73;F;BR;CE;Sozinho;9.61;Bronze
22036;32;M;BR;RJ;Familia;25.58;Bronze
22037;54;M;BR;TO;Casal;31.39;Bronze
22038;53;F;BR;BA;Amigos;56.57;Bronze
22039;78;M;AR;RJ;Amigos;21.57;Prata
22040;59;F;BR;MA;Casal;41.46;Prata
22041;55;F;BR;MT;Casal;7.08;Prata
22042;33;M;BR;BA;Familia;11.28;Bronze
22043;74;F;BR;TO;Casal;31.45;Prata
22044;56;M;BR;MS;Sozinho;55.53;Bronze
22045;41;M;BR;RS;Casal;20.14;Bronze
22046;41;F;BR;PE;Amigos;55.31;Bronze
22047;35;F;BR;SP;Casal;33.51;Bronze
22048;70;F;BR;PR;Familia;10.92;Bronze
22049;70;F;BR;DF;Familia;20.24;Prata
22050;48;F;BR;CE;Casal;63.81;Bronze
22051;33;M;PE;PE;Casal;11.44;Bronze
22052;49;M;BR;PA;Casal;43.8;Bronze
22053;37;F;BR;MT;Familia;11.86;Bronze
22054;29;F;AR;AL;Sozinho;18.57;Prata
22055;58;M;PE;AM;Casal;5.61;Prata
22056;22;F;BR;RJ;Casal;16.57;Prata
22057;26;M;US;TO;Familia;18.01;Prata
22058;47;M;CL;PE;Familia;44.08;Prata
22059;24;M;BR;PB;Familia;7.36;Prata
22060;48;F;BR;PI;Casal;6.66;Bronze
22061;42;F;BR;SE;Casal;30.1;Bronze
22062;33;F;BR;RJ;Casal;14.51;Prata
22063;37;F;BR;AL;Sozinho;26.69;Bronze
22064;28;F;CL;PI;Casal;64.06;Prata
22065;70;M;BR;TO;Familia;38.14;Bronze
22066;46;M;BR;PE;Amigos;20.63;Bronze
22067;71;M;BR;ES;Amigos;21.13;Bronze
22068;57;M;BR;MS;Casal;8.89;Prata
22069;76;M;BR;GO;Familia;27.94;Prata
22070;45;F;BR;PI;Sozinho;25.85;Ouro
22071;32;F;BR;PB;Familia;37.55;Bronze
22072;78;F;CO;RR;Familia;19.74;Prata
22073;23;F;PE;MS;Familia;22.87;Prata
22074;49;M;BR;SP;Casal;13.86;Prata
22075;22;F;BR;MT;Familia;26.16;Prata
22076;74;M;BR;RJ;Amigos;21.28;Prata
22077;58;M;BR;MA;Familia;26.19;Bronze
22078;59;M;BR;PI;Sozinho;20.96;Prata
22079;40;F;PE;ES;Sozinho;23.59;Bronze
22080;30;F;BR;PB;Sozinho;14.99;Bronze
22081;67;M;CL;RR;Sozinho;16.31;Bronze
22082;71;F;BR;MA;Familia;31.36;Prata
22083;51;M;BR;CE;Familia;16.1;Bronze
22084;40;M;BR;PR;Casal;32.0;Prata
22085;54;F;BR;PE;Familia;18.53;Bronze
22086;51;F;BR;SE;Casal;24.12;Bronze
22087;75;F;PT;AM;Sozinho;22.47;Prata
22088;58;F;AR;RN;Sozinho;40.3;Bronze
22089;59;F;BR;MT;Amigos;14.34;Bronze
22090;45;F;BR;PB;Casal;12.72;Prata
22091;41;F;BR;MG;Familia;20.63;Bronze
22092;65;F;CL;AL;Sozinho;23.07;Bronze
22093;40;F;CO;MT;Familia;44.81;Bronze
22094;37;M;BR;AM;Casal;16.64;Bronze
22095;46;M;BR;PE;Sozinho;10.07;Bronze
22096;67;F;BR;MT;Sozinho;43.78;Prata
22097;24;M;BR;RS;Casal;28.19;Bronze
22098;27;M;BR;PR;Sozinho;11.99;Bronze
22099;65;M;BR;PI;Familia;11.33;Prata
22100;43;M;PE;PR;Sozinho;21.97;Bronze
22101;35;M;CL;PB;Casal;11.43;Bronze
22102;21;M;US;AP;Familia;9.42;Prata
22103;78;M;BR;RJ;Casal;15.54;Bronze
22104;64;M;BR;TO;Sozinho;12.96;Prata
22105;34;F;BR;SP;Sozinho;29.91;Bronze
22106;49;F;CO;MA;Sozinho;48.58;Prata
22107;20;F;CO;MA;Familia;23.62;Bronze
22108;76;M;CO;MS;Familia;18.03;Ouro
22109;39;F;BR;RR;Familia;24.08;Bronze
22110;77;M;BR;AC;Casal;14.98;Bronze
22111;60;F;PT;RJ;Casal;35.62;Bronze
22112;38;M;BR;PB;Familia;18.22;Prata
22113;68;M;BR;RS;Sozinho;15.74;Bronze
22114;53;F;BR;PB;Amigos;28.11;Bronze
22115;37;F;BR;PB;Casal;41.94;Prata
22116;38;M;BR;AM;Familia;13.96;Bronze
22117;40;M;AR;AC;Casal;16.21;Prata
22118;39;F;AR;PE;Amigos;17.56;Bronze
22119;40;F;BR;AL;Familia;18.01;Bronze
22120;76;F;BR;PB;Casal;11.03;Prata
22121;20;F;BR;SP;Sozinho;15.73;Bronze
22122;40;M;BR;AC;Familia;8.61;Bronze
22123;61;M;CO;PI;Casal;25.97;Bronze
22124;52;F;CO;SE;Casal;15.48;Bronze
22125;39;M;BR;RS;Familia;36.55;Bronze
22126;40;F;PE;MG;Familia;14.64;Bronze
22127;67;M;BR;BA;Amigos;63.52;Prata
22128;63;F;BR;RJ;Amigos;28.82;Bronze
22129;31;M;BR;CE;Casal;29.73;Prata
22130;56;F;US;RO;Familia;34.19;Prata
22131;72;M;BR;MA;Casal;27.57;Bronze
22132;44;F;BR;RR;Casal;31.2;Bronze
22133;68;F;CL;MG;Familia;16.23;Ouro
22134;31;F;BR;RS;Familia;22.96;Bronze
22135;75;F;BR;RJ;Familia;23.59;Prata
22136;32;M;BR;PE;Casal;19.68;Prata
22137;19;M;US;PI;Familia;22.58;Prata
22138;18;F;BR;AP;Familia;10.63;Bronze
22139;29;F;BR;CE;Casal;59.78;Prata
22140;68;M;BR;AL;Sozinho;19.17;Prata
22141;53;M;BR;BA;Casal;13.8;Bronze
22142;31;M;BR;AL;Casal;39.68;Bronze
22143;49;M;BR;DF;Familia;18.56;Bronze
22144;58;M;BR;MT;Familia;21.59;Bronze
22145;62;F;CL;BA;Casal;37.58;Prata
22146;49;F;BR;MG;Familia;57.52;Bronze
22147;41;F;BR;AM;Familia;15.82;Bronze
22148;32;M;AR;SC;Sozinho;18.07;Ouro
22149;28;F;AR;RJ;Casal;25.02;Bronze
22150;46;F;PT;MT;Casal;36.03;Bronze
22151;46;F;BR;CE;Casal;3.7;Bronze
22152;37;M;BR;DF;Sozinho;10.36;Bronze
22153;79;M;BR;RR;Sozinho;52.39;Bronze
22154;60;M;BR;RR;Casal;45.24;Bronze
22155;20;F;CO;MS;Casal;9.87;Bronze
22156;37;F;BR;BA;Sozinho;17.9;Prata
22157;76;M;BR;RR;Casal;19.23;Bronze
22158;57;F;BR;RN;Familia;12.25;Bronze
22159;29;F;BR;ES;Familia;28.67;Prata
22160;41;F;US;TO;Familia;19.56;Prata
22161;31;F;BR;PA;Amigos;51.86;Ouro
22162;64;M;CO;CE;Familia;11.77;Bronze
22163;40;M;PE;AC;Casal;53.58;Bronze
22164;31;F;BR;AC;Amigos;38.61;Bronze
22165;48;F;BR;AP;Sozinho;18.02;Bronze
22166;49;F;BR;SP;Amigos;34.53;Bronze
22167;47;F;CO;MG;Casal;99.46;Bronze
22168;79;M;BR;AM;Familia;18.82;Ouro
22169;55;F;PE;AC;Sozinho;15.09;Bronze
22170;71;M;BR;RN;Sozinho;43.32;Bronze
22171;52;F;BR;PA;Casal;36.99;Bronze
22172;70;M;BR;SE;Sozinho;43.55;Prata
22173;23;F;BR;RR;Casal;28.04;Prata
22174;28;M;BR;MA;Familia;23.33;Prata
22175;18;F;BR;MA;Familia;16.36;Bronze
22176;35;F;BR;PR;Familia;14.19;Bronze
22177;58;M;BR;BA;Casal;10.24;Prata
22178;23;F;BR;RN;Familia;19.73;Bronze
22179;23;M;BR;PB;Familia;21.26;Bronze
22180;33;M;BR;AC;Casal;30.54;Ouro
22181;59;F;BR;RJ;Sozinho;20.66;Ouro
22182;63;M;BR;RJ;Sozinho;22.18;Bronze
22183;28;F;BR;MS;Sozinho;27.24;Prata
22184;18;F;BR;AL;Familia;44.86;Prata
22185;51;F;BR;RS;Casal;94.71;Prata
22186;40;F;BR;RS;Casal;10.63;Bronze
22187;67;F;BR;ES;Casal;6.61;Bronze
22188;31;M;PT;RN;Amigos;13.98;Ouro
22189;23;M;BR;PR;Casal;45.84;Prata
22190;20;M;BR;PE;Familia;16.62;Bronze
22191;51;M;US;RO;Familia;13.27;Bronze
22192;24;M;BR;CE;Familia;6.61;Bronze
22193;25;M;BR;SP;Casal;17.2;Bronze
22194;58;M;US;AC;Casal;19.45;Bronze
22195;59;M;CL;PR;Sozinho;56.65;Bronze
22196;77;M;PT;MT;Familia;41.31;Prata
22197;57;M;BR;TO;Casal;15.72;Bronze
22198;47;M;BR;RS;Sozinho;11.79;Bronze
22199;55;F;BR;AL;Casal;18.98;Bronze
22200;37;F;BR;PR;Sozinho;43.47;Prata
22201;66;F;BR;RO;Familia;8.09;Prata
22202;23;M;BR;AP;Sozinho;28.15;Prata
22203;37;F;BR;SE;Casal;55.3;Ouro
22204;70;F;BR;SE;Casal;42.92;Bronze
22205;76;F;BR;PR;Casal;8.09;Bronze
22206;79;F;BR;SC;Sozinho;18.73;Bronze
22207;47;M;BR;SP;Casal;14.62;Prata
22208;71;M;CL;PB;Casal;16.06;Prata
22209;44;M;AR;BA;Familia;23.81;Bronze
22210;79;M;BR;GO;Amigos;35.96;Bronze
22211;72;F;BR;RO;Amigos;27.87;Bronze
22212;40;F;AR;PB;Casal;24.74;Bronze
22213;78;F;AR;SP;Casal;10.52;Bronze
22214;38;F;BR;TO;Sozinho;11.69;Bronze
22215;64;M;BR;SC;Familia;17.62;Bronze
22216;50;F;BR;CE;Casal;13.92;Bronze
22217;47;M;BR;ES;Casal;32.42;Prata
22218;39;M;AR;PR;Casal;33.76;Bronze
22219;65;M;BR;RN;Casal;23.72;Bronze
22220;18;M;BR;AM;Familia;13.25;Bronze
22221;45;F;BR;MS;Sozinho;29.0;Ouro
22222;41;M;US;PI;Familia;25.53;Bronze
22223;58;M;BR;PR;Casal;8.63;Prata
22224;24;M;BR;PB;Sozinho;24.87;Prata
22225;40;M;BR;RR;Sozinho;17.13;Prata
22226;74;F;BR;MT;Casal;18.69;Bronze
22227;47;M;BR;SE;Sozinho;17.57;Bronze
22228;36;F;CL;SP;Familia;8.13;Prata
22229;62;F;BR;RO;Sozinho;39.27;Prata
22230;62;M;BR;AP;Sozinho;30.25;Prata
22231;78;F;CL;PB;Sozinho;17.36;Bronze
22232;64;M;BR;MS;Casal;11.72;Prata
22233;27;M;BR;PA;Amigos;20.96;Bronze
22234;75;F;BR;RS;Amigos;22.67;Bronze
22235;69;M;PE;BA;Sozinho;25.93;Ouro
22236;33;F;BR;PI;Familia;18.56;Prata
22237;39;F;BR;SC;Familia;15.89;Prata
22238;55;F;BR;PE;Casal;15.16;Prata
22239;22;F;PT;PB;Casal;38.0;Bronze
22240;62;F;BR;SP;Amigos;14.82;Bronze
22241;33;M;US;AC;Familia;38.22;Bronze
22242;32;M;BR;BA;Casal;17.04;Prata
22243;55;F;PE;MT;Casal;32.98;Bronze
22244;26;F;BR;ES;Familia;25.16;Prata
22245;74;M;AR;CE;Casal;13.68;Bronze
22246;71;M;BR;MG;Sozinho;10.42;Bronze
22247;62;M;BR;PA;Sozinho;21.03;Bronze
22248;38;F;PE;AM;Familia;23.31;Prata
22249;37;M;BR;BA;Casal;25.25;Bronze
22250;23;M;BR;PI;Casal;17.6;Bronze
22251;41;F;PT;SC;Sozinho;39.12;Bronze
22252;57;M;BR;AP;Sozinho;26.66;Bronze
22253;48;M;BR;MT;Casal;19.69;Ouro
