ID_Clima;Date;Estado;Temperatura_Media;Condicao_Climatica;Feriado_Proximo
AC_20231210;2023-12-10;AC;26.4;Sol;False
AL_20231210;2023-12-10;AL;28.7;Tempestade;False
AP_20231210;2023-12-10;AP;23.8;Chuva;False
AM_20231210;2023-12-10;AM;35.8;Parcialmente Nublado;False
BA_20231210;2023-12-10;BA;31.2;Parcialmente Nublado;False
CE_20231210;2023-12-10;CE;34.6;Parcialmente Nublado;False
DF_20231210;2023-12-10;DF;27.2;Sol;False
ES_20231210;2023-12-10;ES;29.4;Parcialmente Nublado;False
GO_20231210;2023-12-10;GO;29.0;Sol;False
MA_20231210;2023-12-10;MA;34.9;Chuva;False
MT_20231210;2023-12-10;MT;27.7;Sol;False
MS_20231210;2023-12-10;MS;27.2;Sol;False
MG_20231210;2023-12-10;MG;26.0;Tempestade;False
PA_20231210;2023-12-10;PA;30.5;Parcialmente Nublado;False
PB_20231210;2023-12-10;PB;28.3;Parcialmente Nublado;False
PR_20231210;2023-12-10;PR;24.6;Sol;False
PE_20231210;2023-12-10;PE;33.5;Chuva;False
PI_20231210;2023-12-10;PI;25.5;Nublado;False
RJ_20231210;2023-12-10;RJ;28.1;Sol;False
RN_20231210;2023-12-10;RN;25.1;Chuva;False
AC_20231211;2023-12-11;AC;28.0;Chuva;False
AL_20231211;2023-12-11;AL;22.0;Sol;False
AP_20231211;2023-12-11;AP;27.5;Sol;False
AM_20231211;2023-12-11;AM;35.8;Chuva;False
BA_20231211;2023-12-11;BA;24.5;Sol;False
CE_20231211;2023-12-11;CE;33.5;Sol;False
DF_20231211;2023-12-11;DF;22.2;Sol;False
ES_20231211;2023-12-11;ES;25.8;Nublado;False
GO_20231211;2023-12-11;GO;25.2;Nublado;False
MA_20231211;2023-12-11;MA;33.9;Sol;False
MT_20231211;2023-12-11;MT;25.5;Nublado;False
MS_20231211;2023-12-11;MS;30.5;Sol;False
MG_20231211;2023-12-11;MG;30.6;Tempestade;False
PA_20231211;2023-12-11;PA;30.4;Nublado;False
PB_20231211;2023-12-11;PB;23.8;Sol;False
PR_20231211;2023-12-11;PR;23.4;Sol;False
PE_20231211;2023-12-11;PE;28.5;Chuva;False
PI_20231211;2023-12-11;PI;20.7;Nublado;False
RJ_20231211;2023-12-11;RJ;21.3;Parcialmente Nublado;False
RN_20231211;2023-12-11;RN;28.2;Sol;False
AC_20231212;2023-12-12;AC;24.1;Parcialmente Nublado;False
AL_20231212;2023-12-12;AL;26.9;Sol;False
AP_20231212;2023-12-12;AP;30.4;Sol;False
AM_20231212;2023-12-12;AM;30.6;Sol;False
BA_20231212;2023-12-12;BA;27.8;Parcialmente Nublado;False
CE_20231212;2023-12-12;CE;31.8;Sol;False
DF_20231212;2023-12-12;DF;30.0;Sol;False
ES_20231212;2023-12-12;ES;25.1;Chuva;False
GO_20231212;2023-12-12;GO;25.9;Sol;False
MA_20231212;2023-12-12;MA;32.1;Chuva;False
MT_20231212;2023-12-12;MT;32.8;Chuva;False
MS_20231212;2023-12-12;MS;30.1;Chuva;False
MG_20231212;2023-12-12;MG;30.2;Chuva;False
PA_20231212;2023-12-12;PA;35.1;Sol;False
PB_20231212;2023-12-12;PB;29.0;Chuva;False
PR_20231212;2023-12-12;PR;28.3;Parcialmente Nublado;False
PE_20231212;2023-12-12;PE;30.8;Parcialmente Nublado;False
PI_20231212;2023-12-12;PI;24.8;Sol;False
RJ_20231212;2023-12-12;RJ;23.7;Sol;False
RN_20231212;2023-12-12;RN;28.4;Tempestade;False
AC_20231213;2023-12-13;AC;27.6;Tempestade;False
AL_20231213;2023-12-13;AL;24.5;Sol;False
AP_20231213;2023-12-13;AP;28.3;Nublado;False
AM_20231213;2023-12-13;AM;27.0;Sol;False
BA_20231213;2023-12-13;BA;26.4;Sol;False
CE_20231213;2023-12-13;CE;34.3;Nublado;False
DF_20231213;2023-12-13;DF;28.6;Parcialmente Nublado;False
ES_20231213;2023-12-13;ES;22.1;Chuva;False
GO_20231213;2023-12-13;GO;27.8;Chuva;False
MA_20231213;2023-12-13;MA;36.5;Parcialmente Nublado;False
MT_20231213;2023-12-13;MT;25.6;Sol;False
MS_20231213;2023-12-13;MS;25.9;Sol;False
MG_20231213;2023-12-13;MG;29.4;Sol;False
PA_20231213;2023-12-13;PA;29.3;Sol;False
PB_20231213;2023-12-13;PB;26.2;Parcialmente Nublado;False
PR_20231213;2023-12-13;PR;21.3;Sol;False
PE_20231213;2023-12-13;PE;29.6;Sol;False
PI_20231213;2023-12-13;PI;29.6;Chuva;False
RJ_20231213;2023-12-13;RJ;21.2;Sol;False
RN_20231213;2023-12-13;RN;26.1;Parcialmente Nublado;False
AC_20231214;2023-12-14;AC;27.8;Sol;False
AL_20231214;2023-12-14;AL;30.6;Sol;False
AP_20231214;2023-12-14;AP;26.1;Nublado;False
AM_20231214;2023-12-14;AM;35.7;Chuva;False
BA_20231214;2023-12-14;BA;34.0;Parcialmente Nublado;False
CE_20231214;2023-12-14;CE;30.7;Sol;False
DF_20231214;2023-12-14;DF;27.0;Sol;False
ES_20231214;2023-12-14;ES;28.2;Chuva;False
GO_20231214;2023-12-14;GO;27.6;Chuva;False
MA_20231214;2023-12-14;MA;27.0;Tempestade;False
MT_20231214;2023-12-14;MT;30.0;Chuva;False
MS_20231214;2023-12-14;MS;27.5;Tempestade;False
MG_20231214;2023-12-14;MG;30.7;Chuva;False
PA_20231214;2023-12-14;PA;31.7;Chuva;False
PB_20231214;2023-12-14;PB;26.7;Nublado;False
PR_20231214;2023-12-14;PR;20.6;Parcialmente Nublado;False
PE_20231214;2023-12-14;PE;26.7;Chuva;False
PI_20231214;2023-12-14;PI;26.3;Chuva;False
RJ_20231214;2023-12-14;RJ;23.5;Sol;False
RN_20231214;2023-12-14;RN;25.3;Chuva;False
AC_20231215;2023-12-15;AC;23.3;Sol;False
AL_20231215;2023-12-15;AL;26.8;Parcialmente Nublado;False
AP_20231215;2023-12-15;AP;25.0;Parcialmente Nublado;False
AM_20231215;2023-12-15;AM;31.8;Parcialmente Nublado;False
BA_20231215;2023-12-15;BA;34.1;Parcialmente Nublado;False
CE_20231215;2023-12-15;CE;31.7;Sol;False
DF_20231215;2023-12-15;DF;31.1;Chuva;False
ES_20231215;2023-12-15;ES;30.9;Nublado;False
GO_20231215;2023-12-15;GO;25.5;Sol;False
MA_20231215;2023-12-15;MA;30.5;Sol;False
MT_20231215;2023-12-15;MT;27.5;Parcialmente Nublado;False
MS_20231215;2023-12-15;MS;28.3;Chuva;False
MG_20231215;2023-12-15;MG;29.6;Parcialmente Nublado;False
PA_20231215;2023-12-15;PA;36.3;Chuva;False
PB_20231215;2023-12-15;PB;27.9;Sol;False
PR_20231215;2023-12-15;PR;28.5;Sol;False
PE_20231215;2023-12-15;PE;31.7;Nublado;False
PI_20231215;2023-12-15;PI;28.8;Chuva;False
RJ_20231215;2023-12-15;RJ;23.1;Nublado;False
RN_20231215;2023-12-15;RN;29.0;Sol;False
AC_20231216;2023-12-16;AC;26.0;Sol;False
AL_20231216;2023-12-16;AL;26.0;Sol;False
AP_20231216;2023-12-16;AP;28.8;Parcialmente Nublado;False
AM_20231216;2023-12-16;AM;31.0;Parcialmente Nublado;False
BA_20231216;2023-12-16;BA;30.0;Sol;False
CE_20231216;2023-12-16;CE;29.2;Tempestade;False
DF_20231216;2023-12-16;DF;33.6;Parcialmente Nublado;False
ES_20231216;2023-12-16;ES;28.4;Parcialmente Nublado;False
GO_20231216;2023-12-16;GO;25.5;Parcialmente Nublado;False
MA_20231216;2023-12-16;MA;31.5;Nublado;False
MT_20231216;2023-12-16;MT;28.2;Nublado;False
MS_20231216;2023-12-16;MS;22.7;Tempestade;False
MG_20231216;2023-12-16;MG;27.1;Nublado;False
PA_20231216;2023-12-16;PA;37.1;Chuva;False
PB_20231216;2023-12-16;PB;32.2;Chuva;False
PR_20231216;2023-12-16;PR;22.1;Nublado;False
PE_20231216;2023-12-16;PE;27.7;Nublado;False
PI_20231216;2023-12-16;PI;25.9;Sol;False
RJ_20231216;2023-12-16;RJ;24.4;Sol;False
RN_20231216;2023-12-16;RN;28.9;Nublado;False
AC_20231217;2023-12-17;AC;28.6;Sol;False
AL_20231217;2023-12-17;AL;27.0;Sol;False
AP_20231217;2023-12-17;AP;23.3;Sol;False
AM_20231217;2023-12-17;AM;30.8;Parcialmente Nublado;False
BA_20231217;2023-12-17;BA;29.8;Sol;False
CE_20231217;2023-12-17;CE;36.0;Parcialmente Nublado;False
DF_20231217;2023-12-17;DF;26.2;Nublado;False
ES_20231217;2023-12-17;ES;23.7;Chuva;False
GO_20231217;2023-12-17;GO;25.9;Sol;False
MA_20231217;2023-12-17;MA;27.0;Chuva;False
MT_20231217;2023-12-17;MT;25.1;Parcialmente Nublado;False
MS_20231217;2023-12-17;MS;22.5;Parcialmente Nublado;False
MG_20231217;2023-12-17;MG;34.9;Parcialmente Nublado;False
PA_20231217;2023-12-17;PA;34.1;Sol;False
PB_20231217;2023-12-17;PB;25.4;Sol;False
PR_20231217;2023-12-17;PR;27.7;Parcialmente Nublado;False
PE_20231217;2023-12-17;PE;32.9;Sol;False
PI_20231217;2023-12-17;PI;26.0;Sol;False
RJ_20231217;2023-12-17;RJ;23.7;Sol;False
RN_20231217;2023-12-17;RN;24.7;Nublado;False
AC_20231218;2023-12-18;AC;27.5;Chuva;False
AL_20231218;2023-12-18;AL;28.9;Chuva;False
AP_20231218;2023-12-18;AP;25.1;Parcialmente Nublado;False
AM_20231218;2023-12-18;AM;31.8;Nublado;False
BA_20231218;2023-12-18;BA;36.1;Chuva;False
CE_20231218;2023-12-18;CE;30.2;Nublado;False
DF_20231218;2023-12-18;DF;29.3;Sol;False
ES_20231218;2023-12-18;ES;21.0;Nublado;False
GO_20231218;2023-12-18;GO;30.4;Sol;False
MA_20231218;2023-12-18;MA;26.6;Chuva;False
MT_20231218;2023-12-18;MT;28.1;Parcialmente Nublado;False
MS_20231218;2023-12-18;MS;26.2;Parcialmente Nublado;False
MG_20231218;2023-12-18;MG;27.8;Sol;False
PA_20231218;2023-12-18;PA;33.2;Chuva;False
PB_20231218;2023-12-18;PB;26.7;Nublado;False
PR_20231218;2023-12-18;PR;26.5;Parcialmente Nublado;False
PE_20231218;2023-12-18;PE;26.1;Parcialmente Nublado;False
PI_20231218;2023-12-18;PI;27.5;Tempestade;False
RJ_20231218;2023-12-18;RJ;26.6;Sol;False
RN_20231218;2023-12-18;RN;26.7;Chuva;False
AC_20231219;2023-12-19;AC;27.8;Parcialmente Nublado;False
AL_20231219;2023-12-19;AL;25.4;Nublado;False
AP_20231219;2023-12-19;AP;26.0;Sol;False
AM_20231219;2023-12-19;AM;27.1;Sol;False
BA_20231219;2023-12-19;BA;32.8;Chuva;False
CE_20231219;2023-12-19;CE;28.6;Sol;False
DF_20231219;2023-12-19;DF;32.5;Chuva;False
ES_20231219;2023-12-19;ES;28.8;Sol;False
GO_20231219;2023-12-19;GO;21.7;Sol;False
MA_20231219;2023-12-19;MA;27.3;Sol;False
MT_20231219;2023-12-19;MT;22.0;Parcialmente Nublado;False
MS_20231219;2023-12-19;MS;26.4;Parcialmente Nublado;False
MG_20231219;2023-12-19;MG;26.5;Parcialmente Nublado;False
PA_20231219;2023-12-19;PA;25.8;Parcialmente Nublado;False
PB_20231219;2023-12-19;PB;32.7;Chuva;False
PR_20231219;2023-12-19;PR;22.4;Nublado;False
PE_20231219;2023-12-19;PE;35.7;Parcialmente Nublado;False
PI_20231219;2023-12-19;PI;28.0;Sol;False
RJ_20231219;2023-12-19;RJ;22.8;Chuva;False
RN_20231219;2023-12-19;RN;29.6;Tempestade;False
AC_20231220;2023-12-20;AC;26.7;Chuva;False
AL_20231220;2023-12-20;AL;30.8;Tempestade;False
AP_20231220;2023-12-20;AP;24.7;Sol;False
AM_20231220;2023-12-20;AM;35.4;Sol;False
BA_20231220;2023-12-20;BA;32.9;Tempestade;False
CE_20231220;2023-12-20;CE;26.8;Sol;False
DF_20231220;2023-12-20;DF;31.4;Nublado;False
ES_20231220;2023-12-20;ES;23.4;Sol;False
GO_20231220;2023-12-20;GO;27.8;Nublado;False
MA_20231220;2023-12-20;MA;28.8;Tempestade;False
MT_20231220;2023-12-20;MT;29.6;Sol;False
MS_20231220;2023-12-20;MS;29.0;Sol;False
MG_20231220;2023-12-20;MG;25.5;Chuva;False
PA_20231220;2023-12-20;PA;34.0;Sol;False
PB_20231220;2023-12-20;PB;28.3;Parcialmente Nublado;False
PR_20231220;2023-12-20;PR;32.8;Sol;False
PE_20231220;2023-12-20;PE;26.9;Parcialmente Nublado;False
PI_20231220;2023-12-20;PI;27.8;Chuva;False
RJ_20231220;2023-12-20;RJ;24.9;Sol;False
RN_20231220;2023-12-20;RN;26.0;Chuva;False
AC_20231221;2023-12-21;AC;32.2;Parcialmente Nublado;False
AL_20231221;2023-12-21;AL;24.9;Parcialmente Nublado;False
AP_20231221;2023-12-21;AP;32.2;Chuva;False
AM_20231221;2023-12-21;AM;31.8;Sol;False
BA_20231221;2023-12-21;BA;34.5;Parcialmente Nublado;False
CE_20231221;2023-12-21;CE;32.9;Sol;False
DF_20231221;2023-12-21;DF;27.7;Chuva;False
ES_20231221;2023-12-21;ES;25.9;Parcialmente Nublado;False
GO_20231221;2023-12-21;GO;24.0;Nublado;False
MA_20231221;2023-12-21;MA;29.2;Sol;False
MT_20231221;2023-12-21;MT;32.0;Sol;False
MS_20231221;2023-12-21;MS;23.8;Parcialmente Nublado;False
MG_20231221;2023-12-21;MG;27.9;Sol;False
PA_20231221;2023-12-21;PA;34.7;Tempestade;False
PB_20231221;2023-12-21;PB;25.1;Sol;False
PR_20231221;2023-12-21;PR;21.5;Parcialmente Nublado;False
PE_20231221;2023-12-21;PE;27.8;Sol;False
PI_20231221;2023-12-21;PI;26.5;Sol;False
RJ_20231221;2023-12-21;RJ;26.0;Sol;False
RN_20231221;2023-12-21;RN;25.2;Tempestade;False
AC_20231222;2023-12-22;AC;26.4;Sol;False
AL_20231222;2023-12-22;AL;27.9;Parcialmente Nublado;False
AP_20231222;2023-12-22;AP;24.9;Parcialmente Nublado;False
AM_20231222;2023-12-22;AM;34.7;Chuva;False
BA_20231222;2023-12-22;BA;32.9;Sol;False
CE_20231222;2023-12-22;CE;32.6;Sol;False
DF_20231222;2023-12-22;DF;28.0;Chuva;False
ES_20231222;2023-12-22;ES;28.2;Parcialmente Nublado;False
GO_20231222;2023-12-22;GO;23.9;Parcialmente Nublado;False
MA_20231222;2023-12-22;MA;29.3;Nublado;False
MT_20231222;2023-12-22;MT;20.5;Chuva;False
MS_20231222;2023-12-22;MS;22.0;Parcialmente Nublado;False
MG_20231222;2023-12-22;MG;25.6;Chuva;False
PA_20231222;2023-12-22;PA;27.0;Tempestade;False
PB_20231222;2023-12-22;PB;26.8;Parcialmente Nublado;False
PR_20231222;2023-12-22;PR;25.0;Parcialmente Nublado;False
PE_20231222;2023-12-22;PE;30.4;Chuva;False
PI_20231222;2023-12-22;PI;28.9;Sol;False
RJ_20231222;2023-12-22;RJ;26.8;Sol;False
RN_20231222;2023-12-22;RN;29.8;Nublado;False
AC_20231223;2023-12-23;AC;23.9;Parcialmente Nublado;False
AL_20231223;2023-12-23;AL;31.5;Sol;False
AP_20231223;2023-12-23;AP;24.5;Parcialmente Nublado;False
AM_20231223;2023-12-23;AM;29.0;Sol;False
BA_20231223;2023-12-23;BA;39.0;Sol;False
CE_20231223;2023-12-23;CE;31.9;Sol;False
DF_20231223;2023-12-23;DF;25.4;Chuva;False
ES_20231223;2023-12-23;ES;27.5;Sol;False
GO_20231223;2023-12-23;GO;23.8;Chuva;False
MA_20231223;2023-12-23;MA;30.0;Tempestade;False
MT_20231223;2023-12-23;MT;30.9;Nublado;False
MS_20231223;2023-12-23;MS;32.6;Parcialmente Nublado;False
MG_20231223;2023-12-23;MG;24.3;Parcialmente Nublado;False
PA_20231223;2023-12-23;PA;32.3;Parcialmente Nublado;False
PB_20231223;2023-12-23;PB;32.6;Parcialmente Nublado;False
PR_20231223;2023-12-23;PR;25.0;Sol;False
PE_20231223;2023-12-23;PE;32.1;Sol;False
PI_20231223;2023-12-23;PI;30.8;Sol;False
RJ_20231223;2023-12-23;RJ;24.1;Sol;False
RN_20231223;2023-12-23;RN;36.2;Sol;False
AC_20231224;2023-12-24;AC;25.3;Sol;False
AL_20231224;2023-12-24;AL;26.2;Sol;False
AP_20231224;2023-12-24;AP;28.9;Sol;False
AM_20231224;2023-12-24;AM;35.4;Nublado;False
BA_20231224;2023-12-24;BA;33.3;Sol;False
CE_20231224;2023-12-24;CE;35.4;Chuva;False
DF_20231224;2023-12-24;DF;27.9;Parcialmente Nublado;False
ES_20231224;2023-12-24;ES;26.0;Tempestade;False
GO_20231224;2023-12-24;GO;25.5;Sol;False
MA_20231224;2023-12-24;MA;30.3;Parcialmente Nublado;False
MT_20231224;2023-12-24;MT;26.9;Chuva;False
MS_20231224;2023-12-24;MS;30.1;Chuva;False
MG_20231224;2023-12-24;MG;23.9;Sol;False
PA_20231224;2023-12-24;PA;25.6;Chuva;False
PB_20231224;2023-12-24;PB;24.7;Sol;False
PR_20231224;2023-12-24;PR;25.7;Chuva;False
PE_20231224;2023-12-24;PE;28.0;Parcialmente Nublado;False
PI_20231224;2023-12-24;PI;29.7;Chuva;False
RJ_20231224;2023-12-24;RJ;17.7;Nublado;False
RN_20231224;2023-12-24;RN;27.5;Sol;False
AC_20231225;2023-12-25;AC;29.7;Parcialmente Nublado;True
AL_20231225;2023-12-25;AL;33.0;Chuva;True
AP_20231225;2023-12-25;AP;29.2;Parcialmente Nublado;True
AM_20231225;2023-12-25;AM;31.4;Parcialmente Nublado;True
BA_20231225;2023-12-25;BA;27.0;Parcialmente Nublado;True
CE_20231225;2023-12-25;CE;30.0;Sol;True
DF_20231225;2023-12-25;DF;30.3;Nublado;True
ES_20231225;2023-12-25;ES;23.2;Tempestade;True
GO_20231225;2023-12-25;GO;31.0;Sol;True
MA_20231225;2023-12-25;MA;33.4;Chuva;True
MT_20231225;2023-12-25;MT;26.4;Chuva;True
MS_20231225;2023-12-25;MS;21.7;Nublado;True
MG_20231225;2023-12-25;MG;27.3;Chuva;True
PA_20231225;2023-12-25;PA;22.9;Chuva;True
PB_20231225;2023-12-25;PB;32.3;Tempestade;True
PR_20231225;2023-12-25;PR;21.9;Parcialmente Nublado;True
PE_20231225;2023-12-25;PE;25.6;Nublado;True
PI_20231225;2023-12-25;PI;22.5;Sol;True
RJ_20231225;2023-12-25;RJ;24.8;Nublado;True
RN_20231225;2023-12-25;RN;28.4;Sol;True
AC_20231226;2023-12-26;AC;29.3;Sol;False
AL_20231226;2023-12-26;AL;31.7;Nublado;False
AP_20231226;2023-12-26;AP;31.1;Sol;False
AM_20231226;2023-12-26;AM;30.5;Sol;False
BA_20231226;2023-12-26;BA;28.5;Nublado;False
CE_20231226;2023-12-26;CE;31.7;Tempestade;False
DF_20231226;2023-12-26;DF;25.8;Sol;False
ES_20231226;2023-12-26;ES;27.9;Parcialmente Nublado;False
GO_20231226;2023-12-26;GO;29.8;Parcialmente Nublado;False
MA_20231226;2023-12-26;MA;33.8;Parcialmente Nublado;False
MT_20231226;2023-12-26;MT;21.2;Chuva;False
MS_20231226;2023-12-26;MS;27.2;Chuva;False
MG_20231226;2023-12-26;MG;29.1;Sol;False
PA_20231226;2023-12-26;PA;33.8;Chuva;False
PB_20231226;2023-12-26;PB;30.8;Nublado;False
PR_20231226;2023-12-26;PR;25.9;Parcialmente Nublado;False
PE_20231226;2023-12-26;PE;34.3;Sol;False
PI_20231226;2023-12-26;PI;28.8;Nublado;False
RJ_20231226;2023-12-26;RJ;24.4;Chuva;False
RN_20231226;2023-12-26;RN;29.6;Sol;False
AC_20231227;2023-12-27;AC;29.4;Tempestade;False
AL_20231227;2023-12-27;AL;26.8;Sol;False
AP_20231227;2023-12-27;AP;26.8;Chuva;False
AM_20231227;2023-12-27;AM;29.2;Parcialmente Nublado;False
BA_20231227;2023-12-27;BA;29.0;Sol;False
CE_20231227;2023-12-27;CE;31.5;Nublado;False
DF_20231227;2023-12-27;DF;26.8;Nublado;False
ES_20231227;2023-12-27;ES;27.6;Sol;False
GO_20231227;2023-12-27;GO;22.8;Parcialmente Nublado;False
MA_20231227;2023-12-27;MA;30.8;Tempestade;False
MT_20231227;2023-12-27;MT;23.9;Nublado;False
MS_20231227;2023-12-27;MS;27.7;Sol;False
MG_20231227;2023-12-27;MG;25.8;Parcialmente Nublado;False
PA_20231227;2023-12-27;PA;32.9;Sol;False
PB_20231227;2023-12-27;PB;25.7;Sol;False
PR_20231227;2023-12-27;PR;24.2;Sol;False
PE_20231227;2023-12-27;PE;34.8;Sol;False
PI_20231227;2023-12-27;PI;27.1;Chuva;False
RJ_20231227;2023-12-27;RJ;22.5;Sol;False
RN_20231227;2023-12-27;RN;24.2;Sol;False
AC_20231228;2023-12-28;AC;28.0;Parcialmente Nublado;False
AL_20231228;2023-12-28;AL;24.5;Parcialmente Nublado;False
AP_20231228;2023-12-28;AP;24.3;Sol;False
AM_20231228;2023-12-28;AM;29.1;Parcialmente Nublado;False
BA_20231228;2023-12-28;BA;30.9;Parcialmente Nublado;False
CE_20231228;2023-12-28;CE;29.3;Sol;False
DF_20231228;2023-12-28;DF;31.0;Sol;False
ES_20231228;2023-12-28;ES;28.0;Chuva;False
GO_20231228;2023-12-28;GO;23.6;Chuva;False
MA_20231228;2023-12-28;MA;32.7;Chuva;False
MT_20231228;2023-12-28;MT;29.7;Tempestade;False
MS_20231228;2023-12-28;MS;22.5;Chuva;False
MG_20231228;2023-12-28;MG;27.5;Parcialmente Nublado;False
PA_20231228;2023-12-28;PA;34.3;Chuva;False
PB_20231228;2023-12-28;PB;22.5;Chuva;False
PR_20231228;2023-12-28;PR;27.1;Chuva;False
PE_20231228;2023-12-28;PE;30.5;Nublado;False
PI_20231228;2023-12-28;PI;27.3;Parcialmente Nublado;False
RJ_20231228;2023-12-28;RJ;21.0;Sol;False
RN_20231228;2023-12-28;RN;28.1;Sol;False
AC_20231229;2023-12-29;AC;27.4;Parcialmente Nublado;False
AL_20231229;2023-12-29;AL;28.0;Sol;False
AP_20231229;2023-12-29;AP;28.2;Sol;False
AM_20231229;2023-12-29;AM;33.0;Parcialmente Nublado;False
BA_20231229;2023-12-29;BA;30.2;Nublado;False
CE_20231229;2023-12-29;CE;31.8;Sol;False
DF_20231229;2023-12-29;DF;23.7;Sol;False
ES_20231229;2023-12-29;ES;24.6;Parcialmente Nublado;False
GO_20231229;2023-12-29;GO;25.2;Parcialmente Nublado;False
MA_20231229;2023-12-29;MA;32.9;Parcialmente Nublado;False
MT_20231229;2023-12-29;MT;30.5;Parcialmente Nublado;False
MS_20231229;2023-12-29;MS;29.6;Chuva;False
MG_20231229;2023-12-29;MG;23.5;Sol;False
PA_20231229;2023-12-29;PA;29.1;Nublado;False
PB_20231229;2023-12-29;PB;30.0;Tempestade;False
PR_20231229;2023-12-29;PR;19.7;Sol;False
PE_20231229;2023-12-29;PE;33.3;Parcialmente Nublado;False
PI_20231229;2023-12-29;PI;27.8;Parcialmente Nublado;False
RJ_20231229;2023-12-29;RJ;24.2;Parcialmente Nublado;False
RN_20231229;2023-12-29;RN;28.9;Parcialmente Nublado;False
AC_20231230;2023-12-30;AC;26.0;Chuva;False
AL_20231230;2023-12-30;AL;28.3;Chuva;False
AP_20231230;2023-12-30;AP;28.0;Parcialmente Nublado;False
AM_20231230;2023-12-30;AM;33.3;Nublado;False
BA_20231230;2023-12-30;BA;34.0;Sol;False
CE_20231230;2023-12-30;CE;26.3;Sol;False
DF_20231230;2023-12-30;DF;22.4;Parcialmente Nublado;False
ES_20231230;2023-12-30;ES;21.9;Nublado;False
GO_20231230;2023-12-30;GO;29.0;Sol;False
MA_20231230;2023-12-30;MA;30.2;Sol;False
MT_20231230;2023-12-30;MT;29.8;Sol;False
MS_20231230;2023-12-30;MS;22.9;Chuva;False
MG_20231230;2023-12-30;MG;26.6;Sol;False
PA_20231230;2023-12-30;PA;28.4;Nublado;False
PB_20231230;2023-12-30;PB;25.4;Nublado;False
PR_20231230;2023-12-30;PR;25.7;Parcialmente Nublado;False
PE_20231230;2023-12-30;PE;34.6;Parcialmente Nublado;False
PI_20231230;2023-12-30;PI;25.9;Parcialmente Nublado;False
RJ_20231230;2023-12-30;RJ;24.8;Chuva;False
RN_20231230;2023-12-30;RN;29.8;Nublado;False
AC_20231231;2023-12-31;AC;27.8;Sol;False
AL_20231231;2023-12-31;AL;25.1;Chuva;False
AP_20231231;2023-12-31;AP;26.8;Sol;False
AM_20231231;2023-12-31;AM;32.7;Sol;False
BA_20231231;2023-12-31;BA;29.9;Chuva;False
CE_20231231;2023-12-31;CE;25.3;Sol;False
DF_20231231;2023-12-31;DF;20.6;Parcialmente Nublado;False
ES_20231231;2023-12-31;ES;30.4;Chuva;False
GO_20231231;2023-12-31;GO;22.4;Nublado;False
MA_20231231;2023-12-31;MA;32.9;Parcialmente Nublado;False
MT_20231231;2023-12-31;MT;23.6;Parcialmente Nublado;False
MS_20231231;2023-12-31;MS;24.4;Nublado;False
MG_20231231;2023-12-31;MG;24.7;Chuva;False
PA_20231231;2023-12-31;PA;32.7;Sol;False
PB_20231231;2023-12-31;PB;26.8;Parcialmente Nublado;False
PR_20231231;2023-12-31;PR;19.0;Sol;False
PE_20231231;2023-12-31;PE;25.6;Parcialmente Nublado;False
PI_20231231;2023-12-31;PI;32.0;Sol;False
RJ_20231231;2023-12-31;RJ;29.5;Parcialmente Nublado;False
RN_20231231;2023-12-31;RN;28.9;Sol;False
AC_20240101;2024-01-01;AC;29.1;Sol;True
AL_20240101;2024-01-01;AL;25.4;Chuva;True
AP_20240101;2024-01-01;AP;25.4;Chuva;True
AM_20240101;2024-01-01;AM;33.6;Parcialmente Nublado;True
BA_20240101;2024-01-01;BA;29.7;Sol;True
CE_20240101;2024-01-01;CE;31.4;Sol;True
DF_20240101;2024-01-01;DF;30.3;Nublado;True
ES_20240101;2024-01-01;ES;23.4;Sol;True
GO_20240101;2024-01-01;GO;27.8;Parcialmente Nublado;True
MA_20240101;2024-01-01;MA;30.9;Sol;True
MT_20240101;2024-01-01;MT;27.5;Sol;True
MS_20240101;2024-01-01;MS;26.1;Parcialmente Nublado;True
MG_20240101;2024-01-01;MG;30.3;Sol;True
PA_20240101;2024-01-01;PA;30.7;Sol;True
PB_20240101;2024-01-01;PB;26.3;Parcialmente Nublado;True
PR_20240101;2024-01-01;PR;24.7;Sol;True
PE_20240101;2024-01-01;PE;36.8;Nublado;True
PI_20240101;2024-01-01;PI;27.3;Chuva;True
RJ_20240101;2024-01-01;RJ;28.2;Sol;True
RN_20240101;2024-01-01;RN;32.5;Sol;True
AC_20240102;2024-01-02;AC;28.1;Sol;False
AL_20240102;2024-01-02;AL;25.5;Sol;False
AP_20240102;2024-01-02;AP;33.0;Nublado;False
AM_20240102;2024-01-02;AM;31.6;Chuva;False
BA_20240102;2024-01-02;BA;27.0;Sol;False
CE_20240102;2024-01-02;CE;31.0;Sol;False
DF_20240102;2024-01-02;DF;30.8;Sol;False
ES_20240102;2024-01-02;ES;28.0;Parcialmente Nublado;False
GO_20240102;2024-01-02;GO;28.8;Chuva;False
MA_20240102;2024-01-02;MA;34.8;Chuva;False
MT_20240102;2024-01-02;MT;25.5;Tempestade;False
MS_20240102;2024-01-02;MS;33.4;Chuva;False
MG_20240102;2024-01-02;MG;29.7;Sol;False
PA_20240102;2024-01-02;PA;31.2;Sol;False
PB_20240102;2024-01-02;PB;23.7;Sol;False
PR_20240102;2024-01-02;PR;24.2;Sol;False
PE_20240102;2024-01-02;PE;24.8;Sol;False
PI_20240102;2024-01-02;PI;30.6;Sol;False
